id,edad,nivel_edu,ingreso_mensual,sexo,anios_esc
617,44,Secundaria completa,7353,Mujer,9
618,72,Prrimaria completa,2150,Hombre,6
619,49,Prrimaria completa,1500,Mujer,6
620,22,Secundaria completa,3600,Mujer,9
621,37,Medio superior y superior,13200,Mujer,12
622,82,Prrimaria completa,1075,Mujer,6
623,25,Medio superior y superior,10000,Hombre,12
624,30,Secundaria completa,7740,Hombre,11
625,63,Primaria incompleta,6450,Hombre,3
626,39,Secundaria completa,3870,Mujer,9
627,43,Secundaria completa,6450,Hombre,9
628,41,Medio superior y superior,8000,Hombre,15
629,18,Secundaria completa,4300,Hombre,10
630,42,Secundaria completa,10750,Hombre,12
631,34,Medio superior y superior,15050,Hombre,17
632,27,Medio superior y superior,2150,Hombre,12
633,20,Secundaria completa,4300,Hombre,10
634,62,Medio superior y superior,10000,Hombre,17
635,29,Medio superior y superior,6020,Hombre,12
636,45,Prrimaria completa,5160,Mujer,6
637,25,Medio superior y superior,14000,Hombre,17
638,55,Primaria incompleta,3870,Hombre,0
639,34,Secundaria completa,5160,Hombre,9
640,57,Prrimaria completa,1290,Mujer,6
641,48,Secundaria completa,2150,Mujer,9
642,19,Secundaria completa,3440,Hombre,11
643,55,Medio superior y superior,11000,Mujer,17
644,43,Secundaria completa,4300,Mujer,9
645,19,Prrimaria completa,4300,Mujer,6
646,46,Secundaria completa,6450,Hombre,9
647,28,Medio superior y superior,4000,Hombre,16
648,73,Prrimaria completa,9000,Mujer,6
649,38,Medio superior y superior,20000,Hombre,14
650,36,Medio superior y superior,3010,Mujer,12
651,36,Secundaria completa,10000,Mujer,9
652,53,Medio superior y superior,18000,Hombre,16
653,50,Secundaria completa,2580,Mujer,9
654,36,Medio superior y superior,12000,Hombre,13
655,69,Medio superior y superior,6450,Hombre,16
656,41,Medio superior y superior,5590,Hombre,12
657,40,Medio superior y superior,8000,Mujer,17
658,49,Medio superior y superior,18000,Hombre,16
659,53,Medio superior y superior,10000,Hombre,17
660,36,Prrimaria completa,6020,Hombre,7
661,62,Secundaria completa,6450,Mujer,11
662,46,Medio superior y superior,4128,Mujer,12
663,48,Primaria incompleta,5160,Hombre,3
664,32,Secundaria completa,5000,Mujer,9
665,25,Medio superior y superior,10000,Hombre,12
666,28,Primaria incompleta,1720,Mujer,0
667,30,Medio superior y superior,8600,Mujer,12
668,39,Prrimaria completa,5160,Mujer,6
669,60,Medio superior y superior,3096,Mujer,12
670,26,Secundaria completa,6450,Mujer,11
671,58,Secundaria completa,4515,Hombre,11
672,23,Prrimaria completa,8600,Hombre,6
673,53,Medio superior y superior,5000,Hombre,12
674,30,Medio superior y superior,8000,Hombre,12
675,44,Secundaria completa,6450,Hombre,9
676,55,Primaria incompleta,2150,Hombre,0
677,54,Medio superior y superior,4500,Hombre,12
678,56,Medio superior y superior,16000,Hombre,18
679,39,Medio superior y superior,6450,Hombre,12
680,19,Primaria incompleta,3225,Mujer,3
681,31,Prrimaria completa,3440,Hombre,6
682,61,Medio superior y superior,20000,Mujer,18
683,61,Medio superior y superior,10000,Hombre,17
684,35,Prrimaria completa,5805,Hombre,6
685,43,Primaria incompleta,1720,Mujer,1
686,33,Medio superior y superior,14000,Mujer,12
687,48,Medio superior y superior,12900,Hombre,17
688,37,Medio superior y superior,12000,Mujer,17
689,58,Secundaria completa,8170,Hombre,10
690,65,Medio superior y superior,3870,Hombre,12
691,46,Primaria incompleta,6450,Hombre,2
692,66,Secundaria completa,9460,Hombre,9
693,34,Medio superior y superior,14000,Hombre,12
694,23,Secundaria completa,4300,Hombre,9
695,21,Medio superior y superior,8600,Hombre,13
696,59,Secundaria completa,6450,Mujer,9
697,49,Secundaria completa,1200,Mujer,9
698,33,Medio superior y superior,6020,Mujer,12
699,25,Secundaria completa,2580,Mujer,9
700,20,Prrimaria completa,6450,Hombre,7
701,29,Medio superior y superior,10000,Hombre,12
702,23,Medio superior y superior,12900,Mujer,16
703,47,Secundaria completa,5590,Mujer,9
704,18,Secundaria completa,2580,Mujer,9
705,50,Medio superior y superior,2150,Mujer,12
706,22,Medio superior y superior,9000,Mujer,14
707,23,Medio superior y superior,3600,Hombre,12
708,55,Primaria incompleta,1290,Mujer,2
709,40,Secundaria completa,9000,Hombre,11
710,48,Secundaria completa,6020,Mujer,9
711,35,Medio superior y superior,14000,Hombre,17
712,17,Secundaria completa,5160,Hombre,9
713,49,Secundaria completa,36000,Hombre,9
714,45,Medio superior y superior,16000,Mujer,17
715,39,Medio superior y superior,21500,Hombre,18
716,34,Medio superior y superior,3870,Hombre,12
717,33,Medio superior y superior,8000,Hombre,17
718,55,Secundaria completa,2500,Hombre,9
719,47,Primaria incompleta,12900,Hombre,5
720,39,Medio superior y superior,5000,Mujer,12
721,50,Primaria incompleta,12900,Hombre,4
722,68,Medio superior y superior,3440,Hombre,12
723,26,Medio superior y superior,9000,Hombre,16
724,30,Medio superior y superior,6000,Hombre,12
725,19,Medio superior y superior,10750,Hombre,12
726,45,Prrimaria completa,12900,Mujer,6
727,43,Secundaria completa,6580,Hombre,9
728,60,Prrimaria completa,2580,Mujer,6
729,62,Prrimaria completa,10750,Hombre,6
730,69,Primaria incompleta,4300,Mujer,0
731,17,Secundaria completa,3225,Mujer,9
732,60,Primaria incompleta,3225,Hombre,5
733,38,Secundaria completa,3440,Mujer,9
734,59,Medio superior y superior,30000,Hombre,16
735,60,Secundaria completa,4200,Mujer,9
736,54,Medio superior y superior,15400,Mujer,16
737,24,Secundaria completa,6450,Mujer,9
738,64,Secundaria completa,9000,Mujer,12
739,36,Medio superior y superior,30000,Hombre,16
740,47,Medio superior y superior,10000,Mujer,15
741,44,Primaria incompleta,2580,Mujer,5
742,60,Prrimaria completa,1200,Mujer,6
743,31,Secundaria completa,4300,Hombre,9
744,50,Secundaria completa,12900,Hombre,9
745,38,Prrimaria completa,6450,Hombre,6
746,36,Medio superior y superior,5160,Hombre,12
747,30,Secundaria completa,8600,Hombre,9
748,53,Medio superior y superior,18000,Mujer,18
749,38,Primaria incompleta,4000,Hombre,4
750,34,Medio superior y superior,16000,Mujer,18
751,42,Secundaria completa,1600,Mujer,9
752,62,Prrimaria completa,9000,Hombre,6
753,46,Medio superior y superior,3440,Mujer,12
754,42,Secundaria completa,4730,Hombre,9
755,32,Medio superior y superior,6450,Hombre,12
756,68,Medio superior y superior,9460,Hombre,17
757,49,Secundaria completa,12900,Hombre,9
758,29,Medio superior y superior,13600,Hombre,16
759,24,Medio superior y superior,3010,Hombre,12
760,17,Secundaria completa,5160,Hombre,9
761,67,Primaria incompleta,3440,Hombre,3
762,45,Prrimaria completa,5160,Hombre,6
763,31,Medio superior y superior,15000,Mujer,17
764,38,Secundaria completa,3870,Mujer,9
765,50,Secundaria completa,10320,Hombre,9
766,33,Medio superior y superior,5160,Hombre,12
767,28,Secundaria completa,8600,Hombre,9
768,44,Prrimaria completa,6450,Hombre,7
769,29,Secundaria completa,3000,Hombre,9
770,34,Medio superior y superior,17200,Hombre,18
771,27,Medio superior y superior,8600,Hombre,12
772,61,Secundaria completa,5160,Mujer,9
773,27,Medio superior y superior,1032,Hombre,12
774,20,Prrimaria completa,5160,Mujer,6
775,64,Prrimaria completa,1290,Mujer,6
776,34,Medio superior y superior,8000,Mujer,17
777,50,Medio superior y superior,3000,Hombre,17
778,35,Medio superior y superior,6000,Mujer,12
779,45,Secundaria completa,7740,Hombre,9
780,28,Secundaria completa,3870,Mujer,9
781,46,Medio superior y superior,10000,Mujer,16
782,45,Prrimaria completa,6450,Mujer,6
783,57,Prrimaria completa,2150,Mujer,6
784,45,Secundaria completa,8600,Hombre,9
785,57,Prrimaria completa,3225,Hombre,6
786,35,Secundaria completa,4300,Hombre,9
787,47,Medio superior y superior,22575,Mujer,17
788,17,Secundaria completa,6880,Hombre,9
789,51,Secundaria completa,3000,Mujer,9
790,45,Prrimaria completa,5160,Hombre,6
791,35,Secundaria completa,5160,Hombre,9
792,28,Prrimaria completa,6450,Hombre,7
793,25,Medio superior y superior,8000,Hombre,12
794,24,Secundaria completa,1200,Mujer,9
795,24,Medio superior y superior,13300,Mujer,12
796,18,Prrimaria completa,5848,Mujer,8
797,49,Prrimaria completa,6450,Hombre,6
798,22,Secundaria completa,6060,Hombre,9
799,27,Medio superior y superior,4300,Mujer,12
800,39,Medio superior y superior,16000,Hombre,16
801,36,Medio superior y superior,8000,Hombre,16
802,25,Medio superior y superior,1720,Mujer,12
803,24,Medio superior y superior,3288,Mujer,12
804,23,Secundaria completa,3870,Mujer,11
805,27,Secundaria completa,10750,Hombre,10
806,14,Prrimaria completa,3010,Hombre,6
807,26,Medio superior y superior,6020,Mujer,17
808,24,Medio superior y superior,9000,Hombre,12
809,39,Secundaria completa,13760,Hombre,9
810,27,Medio superior y superior,8000,Hombre,12
811,40,Medio superior y superior,10000,Mujer,18
812,34,Medio superior y superior,13760,Mujer,12
813,55,Primaria incompleta,8600,Hombre,1
814,50,Secundaria completa,8600,Hombre,12
815,54,Medio superior y superior,18000,Mujer,16
816,46,Secundaria completa,5160,Mujer,9
817,41,Secundaria completa,8600,Mujer,12
818,68,Primaria incompleta,2580,Hombre,1
819,45,Prrimaria completa,7310,Hombre,6
820,52,Secundaria completa,12500,Hombre,9
821,31,Secundaria completa,8600,Hombre,9
822,54,Medio superior y superior,7740,Hombre,12
823,39,Secundaria completa,5070,Mujer,9
824,17,Secundaria completa,2150,Mujer,11
825,43,Prrimaria completa,4300,Mujer,6
826,32,Medio superior y superior,8000,Hombre,16
827,32,Secundaria completa,6450,Mujer,9
828,36,Secundaria completa,32250,Mujer,9
829,57,Medio superior y superior,16000,Hombre,17
830,27,Secundaria completa,6000,Mujer,9
831,25,Medio superior y superior,8600,Mujer,17
832,19,Secundaria completa,6450,Hombre,11
833,68,Prrimaria completa,1548,Mujer,6
834,55,Prrimaria completa,5160,Mujer,8
835,33,Medio superior y superior,8000,Mujer,15
836,48,Secundaria completa,8000,Hombre,9
837,51,Medio superior y superior,28000,Hombre,17
838,39,Medio superior y superior,25000,Hombre,17
839,50,Secundaria completa,5160,Hombre,9
840,61,Medio superior y superior,43600,Hombre,18
841,30,Secundaria completa,5160,Mujer,9
842,39,Primaria incompleta,4300,Hombre,4
843,33,Medio superior y superior,4300,Hombre,17
844,53,Prrimaria completa,3870,Mujer,6
845,34,Primaria incompleta,3440,Mujer,3
846,37,Secundaria completa,25500,Hombre,9
847,73,Medio superior y superior,6000,Hombre,16
848,26,Medio superior y superior,25800,Mujer,12
849,17,Prrimaria completa,6450,Hombre,8
850,35,Secundaria completa,6450,Mujer,9
851,26,Medio superior y superior,4300,Mujer,16
852,31,Medio superior y superior,12900,Hombre,18
853,42,Medio superior y superior,10750,Hombre,12
854,33,Medio superior y superior,8000,Hombre,16
855,48,Medio superior y superior,60000,Mujer,17
856,46,Secundaria completa,6020,Hombre,9
857,33,Secundaria completa,9070,Hombre,9
858,53,Medio superior y superior,30000,Hombre,12
859,46,Prrimaria completa,1720,Hombre,6
860,17,Secundaria completa,5160,Hombre,9
861,56,Secundaria completa,1935,Mujer,9
862,41,Prrimaria completa,9000,Hombre,6
863,29,Medio superior y superior,9800,Mujer,16
864,43,Secundaria completa,6000,Mujer,9
865,53,Medio superior y superior,25000,Mujer,17
866,45,Medio superior y superior,16000,Mujer,17
867,44,Primaria incompleta,4300,Mujer,4
868,37,Medio superior y superior,11000,Hombre,16
869,37,Prrimaria completa,6020,Hombre,6
870,58,Primaria incompleta,10000,Hombre,3
871,29,Medio superior y superior,12000,Mujer,14
872,33,Secundaria completa,7000,Hombre,9
873,47,Prrimaria completa,6450,Hombre,6
874,60,Secundaria completa,6000,Mujer,11
875,35,Prrimaria completa,3870,Mujer,6
876,48,Medio superior y superior,12900,Mujer,13
877,40,Medio superior y superior,8600,Hombre,15
878,35,Prrimaria completa,2580,Hombre,6
879,49,Prrimaria completa,1720,Hombre,6
880,20,Secundaria completa,9804,Hombre,9
881,41,Secundaria completa,6450,Mujer,9
882,27,Medio superior y superior,2580,Mujer,12
883,31,Medio superior y superior,21500,Hombre,17
884,36,Medio superior y superior,8000,Hombre,12
885,58,Medio superior y superior,6020,Hombre,12
886,26,Secundaria completa,6450,Hombre,9
887,54,Prrimaria completa,21500,Hombre,6
888,52,Primaria incompleta,1290,Mujer,4
889,47,Secundaria completa,4300,Hombre,9
890,45,Medio superior y superior,5160,Mujer,12
891,46,Secundaria completa,3440,Mujer,9
892,51,Prrimaria completa,8000,Hombre,6
893,45,Secundaria completa,7525,Hombre,9
894,35,Medio superior y superior,14000,Hombre,17
895,47,Prrimaria completa,4085,Mujer,6
896,45,Secundaria completa,2150,Hombre,9
897,36,Prrimaria completa,7000,Hombre,6
898,21,Medio superior y superior,9600,Mujer,12
899,59,Medio superior y superior,40000,Hombre,16
900,20,Secundaria completa,4300,Mujer,9
901,52,Secundaria completa,3440,Hombre,9
902,31,Medio superior y superior,7600,Mujer,16
903,54,Primaria incompleta,3870,Hombre,0
904,53,Medio superior y superior,12900,Mujer,17
905,40,Secundaria completa,4730,Mujer,9
906,22,Secundaria completa,6880,Hombre,11
907,33,Secundaria completa,7310,Hombre,9
908,35,Secundaria completa,5805,Mujer,9
909,37,Prrimaria completa,2580,Mujer,6
910,25,Secundaria completa,3500,Hombre,12
911,54,Secundaria completa,2600,Hombre,9
912,41,Secundaria completa,12900,Hombre,10
913,43,Secundaria completa,12900,Hombre,11
914,36,Medio superior y superior,16000,Hombre,17
915,23,Medio superior y superior,4300,Hombre,13
916,40,Secundaria completa,4300,Mujer,9
917,27,Medio superior y superior,12900,Hombre,12
918,25,Secundaria completa,6880,Mujer,9
919,39,Secundaria completa,12900,Hombre,11
920,52,Secundaria completa,4515,Mujer,12
921,37,Secundaria completa,8000,Hombre,9
922,49,Medio superior y superior,5160,Mujer,16
923,18,Medio superior y superior,1290,Hombre,12
924,41,Medio superior y superior,20000,Mujer,18
925,48,Secundaria completa,5590,Mujer,9
926,27,Medio superior y superior,12000,Hombre,14
927,48,Secundaria completa,5000,Hombre,9
928,60,Primaria incompleta,6000,Hombre,0
929,36,Primaria incompleta,4300,Hombre,1
930,33,Secundaria completa,7500,Hombre,9
931,38,Medio superior y superior,5160,Mujer,12
932,48,Secundaria completa,4000,Mujer,11
933,67,Secundaria completa,2580,Mujer,12
934,37,Prrimaria completa,3600,Mujer,6
935,41,Primaria incompleta,3870,Hombre,0
936,34,Medio superior y superior,25250,Mujer,16
937,29,Secundaria completa,3400,Mujer,9
938,36,Secundaria completa,5160,Hombre,11
939,29,Secundaria completa,9030,Hombre,9
940,32,Prrimaria completa,7450,Mujer,6
941,76,Medio superior y superior,10750,Hombre,17
942,59,Primaria incompleta,3225,Mujer,2
943,35,Medio superior y superior,10000,Hombre,16
944,54,Medio superior y superior,6450,Mujer,12
945,17,Secundaria completa,3440,Hombre,9
946,41,Medio superior y superior,16000,Mujer,18
947,40,Prrimaria completa,12900,Hombre,6
948,17,Secundaria completa,1600,Hombre,10
949,51,Secundaria completa,10000,Mujer,12
950,38,Secundaria completa,6450,Hombre,9
951,22,Medio superior y superior,6020,Mujer,12
952,46,Secundaria completa,3010,Mujer,9
953,47,Secundaria completa,1548,Mujer,9
954,19,Secundaria completa,6020,Hombre,9
955,47,Medio superior y superior,12000,Mujer,16
956,25,Medio superior y superior,8400,Hombre,12
957,23,Medio superior y superior,8600,Mujer,16
958,23,Secundaria completa,5160,Hombre,9
959,28,Medio superior y superior,3225,Mujer,12
960,26,Secundaria completa,5160,Hombre,9
961,37,Secundaria completa,3870,Mujer,9
962,34,Secundaria completa,10320,Hombre,9
963,24,Medio superior y superior,5590,Mujer,17
964,20,Secundaria completa,4000,Hombre,10
965,64,Prrimaria completa,3000,Mujer,6
966,62,Primaria incompleta,5000,Hombre,3
967,47,Medio superior y superior,16000,Hombre,17
968,77,Primaria incompleta,21500,Hombre,3
969,59,Secundaria completa,15000,Mujer,9
970,45,Primaria incompleta,3600,Hombre,2
971,21,Medio superior y superior,6450,Hombre,12
972,22,Secundaria completa,1935,Hombre,9
973,35,Secundaria completa,3900,Mujer,9
974,42,Medio superior y superior,19350,Hombre,17
975,59,Prrimaria completa,17200,Hombre,6
976,55,Prrimaria completa,6450,Hombre,6
977,46,Secundaria completa,10320,Hombre,9
978,27,Medio superior y superior,5160,Mujer,16
979,36,Medio superior y superior,12000,Hombre,12
980,45,Prrimaria completa,3010,Hombre,6
981,31,Medio superior y superior,10000,Mujer,18
982,46,Secundaria completa,8600,Mujer,9
983,49,Secundaria completa,8600,Hombre,9
984,56,Primaria incompleta,2580,Mujer,0
985,38,Secundaria completa,6000,Mujer,9
986,47,Medio superior y superior,17200,Mujer,17
987,49,Secundaria completa,2150,Mujer,9
988,33,Medio superior y superior,1032,Mujer,12
989,34,Secundaria completa,4085,Mujer,9
990,34,Medio superior y superior,10000,Hombre,17
991,45,Secundaria completa,6450,Mujer,9
992,25,Medio superior y superior,3600,Mujer,17
993,59,Secundaria completa,1720,Mujer,9
994,28,Medio superior y superior,6020,Hombre,12
995,36,Secundaria completa,6450,Hombre,9
996,30,Secundaria completa,4300,Hombre,9
997,35,Prrimaria completa,6149,Mujer,8
998,28,Secundaria completa,5160,Mujer,9
999,50,Secundaria completa,3000,Mujer,12
1000,47,Medio superior y superior,20000,Hombre,17
1001,43,Secundaria completa,7740,Hombre,9
1002,17,Secundaria completa,2150,Mujer,9
1003,52,Medio superior y superior,8000,Hombre,15
1004,39,Primaria incompleta,6000,Hombre,4
1005,30,Secundaria completa,2580,Hombre,9
1006,20,Secundaria completa,1290,Hombre,9
1007,29,Secundaria completa,6450,Hombre,11
1008,55,Primaria incompleta,2150,Mujer,4
1009,23,Secundaria completa,7600,Hombre,9
1010,30,Secundaria completa,7439,Hombre,9
1011,57,Medio superior y superior,9000,Hombre,16
1012,36,Secundaria completa,11180,Hombre,9
1013,41,Prrimaria completa,3000,Hombre,6
1014,55,Primaria incompleta,4600,Hombre,3
1015,26,Medio superior y superior,8600,Hombre,15
1016,23,Secundaria completa,6450,Hombre,9
1017,35,Secundaria completa,7310,Hombre,9
1018,47,Secundaria completa,2580,Mujer,9
1019,32,Medio superior y superior,16000,Hombre,12
